4, 7, 16, 61, 66, 58, -1
50, 88, 21, 0, 46, 75, -1
38, 80, 82, 84, 13, 63, -1
85, 100, 42, 37, 6, 41, -1
89, 8, 18, 80, 68, 71, -1
32, 46, 90, 38, 84, 2, -1
14, 91, 81, 5, 75, 67, 4655
0, 27, 37, 53, 96, 66, -1
20, 98, 37, 65, 73, 35, -1
27, 47, 75, 20, 94, 94, -1
88, 16, 19, 9, 53, 44, 168
87, 95, 51, 49, 80, 76, -1
73, 62, 34, 33, 84, 29, -1
21, 86, 51, 45, 48, 58, -1
10, 33, 69, 94, 34, 65, -1
66, 43, 3, 24, 95, 16, -1
68, 62, 38, 34, 58, 52, -1
84, 45, 83, 87, 37, 21, -1
23, 62, 14, 90, 54, 75, -1
9, 97, 92, 91, 86, 78, -1
29, 79, 69, 3, 31, 20, -1
11, 60, 42, 92, 44, 10, -1
84, 71, 84, 66, 33, 52, -1
18, 15, 34, 58, 71, 4, -1
87, 15, 21, 5, 42, 37, -1
19, 63, 91, 94, 98, 68, -1
55, 5, 87, 27, 89, 50, -1
72, 15, 46, 91, 14, 42, -1
11, 97, 24, 81, 45, 8, -1
59, 99, 62, 13, 96, 11, -1
90, 11, 6, 89, 20, 99, -1
1, 78, 73, 65, 51, 28, -1
53, 24, 37, 38, 75, 70, -1
92, 72, 86, 55, 71, 6, -1
11, 81, 68, 44, 32, 20, -1
20, 26, 2, 17, 51, 27, -1
20, 79, 51, 37, 61, 86, -1
66, 37, 68, 50, 3, 40, -1
91, 21, 37, 16, 42, 38, -1
2, 27, 27, 31, 27, 66, -1
8, 99, 48, 98, 68, 58, -1
29, 89, 22, 99, 37, 78, -1
64, 27, 27, 83, 9, 25, -1
2, 76, 79, 66, 22, 49, 154
41, 17, 15, 30, 69, 56, -1
97, 32, 76, 78, 39, 21, -1
51, 34, 71, 86, 65, 13, -1
1, 19, 9, 65, 30, 53, -1
80, 89, 46, 41, 5, 20, -1
16, 31, 36, 89, 81, 65, -1
66, 89, 22, 5, 49, 77, -1
7, 58, 50, 13, 50, 6, -1
38, 31, 7, 36, 16, 59, -1
58, 51, 46, 34, 41, 39, -1
32, 94, 71, 54, 46, 100, -1
56, 86, 75, 17, 8, 38, -1
92, 71, 8, 20, 77, 98, -1
89, 39, 2, 92, 49, 89, -1
72, 47, 11, 41, 44, 87, -1
33, 31, 89, 31, 93, 40, -1
5, 91, 34, 89, 65, 31, -1
45, 85, 27, 82, 2, 60, -1
29, 47, 60, 98, 33, 88, -1
54, 19, 75, 26, 14, 89, -1
74, 100, 80, 72, 33, 42, -1
81, 38, 72, 65, 10, 84, -1
34, 39, 98, 88, 66, 71, -1
70, 13, 70, 82, 86, 62, -1
27, 19, 95, 82, 12, 87, -1
89, 89, 89, 83, 3, 70, -1
14, 72, 33, 42, 18, 59, -1
94, 32, 95, 16, 41, 11, -1
18, 89, 21, 35, 66, 100, -1
0, 6, 55, 7, 11, 79, -1
37, 51, 100, 67, 74, 45, -1
75, 93, 18, 92, 81, 57, -1
50, 33, 19, 85, 89, 51, -1
91, 36, 99, 24, 71, 67, -1
12, 7, 59, 36, 65, 73, -1
61, 11, 55, 54, 27, 32, -1
97, 54, 7, 40, 19, 40, -1
47, 20, 46, 3, 98, 23, -1
87, 31, 63, 61, 38, 9, -1
33, 19, 59, 54, 60, 59, -1
83, 64, 4, 32, 39, 47, -1
20, 71, 68, 3, 65, 24, -1
18, 50, 9, 92, 52, 50, -1
85, 86, 35, 4, 2, 74, -1
90, 100, 64, 78, 65, 85, -1
100, 100, 1, 65, 78, 60, -1
17, 99, 72, 6, 0, 11, -1
4, 13, 16, 0, 95, 21, -1
9, 52, 72, 36, 99, 27, -1
82, 50, 33, 14, 24, 46, -1
73, 96, 88, 46, 23, 87, -1
42, 33, 8, 97, 91, 63, -1
22, 52, 41, 54, 7, 89, -1
95, 54, 39, 87, 49, 93, -1
29, 35, 83, 17, 78, 56, -1
52, 90, 85, 64, 29, 3, -1
48, 2, 30, 30, 19, 40, -1
27, 96, 92, 64, 34, 72, -1
18, 38, 22, 45, 15, 70, -1
87, 86, 47, 26, 47, 14, -1
4, 86, 81, 5, 55, 28, -1
5, 26, 54, 92, 53, 32, -1
21, 55, 72, 74, 50, 34, -1
66, 0, 34, 32, 84, 73, -1
49, 24, 91, 27, 71, 36, -1
49, 14, 20, 30, 45, 4, -1
0, 76, 34, 30, 39, 57, -1
20, 95, 30, 73, 94, 15, -1
15, 26, 64, 89, 96, 78, -1
24, 61, 97, 65, 99, 33, -1
27, 90, 30, 84, 26, 19, -1
87, 76, 60, 34, 41, 12, -1
16, 95, 81, 41, 32, 47, -1
62, 82, 37, 10, 66, 99, -1
21, 61, 26, 10, 47, 22, -1
76, 7, 38, 92, 24, 77, -1
22, 33, 9, 0, 32, 10, -1
28, 77, 37, 77, 81, 9, -1
10, 43, 64, 2, 16, 47, -1
62, 49, 55, 92, 26, 97, -1
32, 53, 1, 0, 61, 16, -1
89, 65, 84, 80, 33, 71, -1
45, 37, 9, 91, 17, 42, -1
52, 63, 89, 5, 43, 16, -1
92, 81, 29, 26, 70, 15, -1
90, 73, 89, 63, 80, 14, -1
94, 44, 4, 20, 33, 4, -1
62, 43, 73, 4, 25, 58, -1
10, 60, 97, 10, 43, 92, -1
41, 44, 90, 47, 75, 11, -1
89, 24, 40, 54, 0, 37, -1
58, 28, 23, 50, 28, 42, -1
52, 93, 55, 23, 86, 28, -1
39, 11, 73, 85, 49, 37, -1
41, 13, 26, 19, 17, 67, -1
2, 91, 92, 72, 42, 5, -1
44, 32, 84, 36, 83, 64, -1
15, 36, 8, 54, 41, 97, -1
55, 11, 27, 37, 32, 3, -1
47, 88, 90, 99, 75, 43, -1
26, 1, 71, 81, 41, 64, -1
34, 80, 82, 16, 70, 71, -1
98, 17, 68, 48, 4, 33, -1
67, 80, 29, 43, 84, 3, -1
12, 91, 19, 7, 82, 74, -1
8, 33, 70, 20, 48, 32, -1
51, 80, 6, 79, 77, 51, -1
7, 65, 39, 15, 53, 96, -1
52, 93, 22, 67, 14, 84, -1
34, 50, 33, 22, 68, 43, 634
54, 79, 80, 82, 23, 93, -1
36, 69, 71, 5, 0, 78, -1
69, 27, 56, 89, 25, 6, -1
45, 17, 89, 87, 77, 45, -1
83, 18, 48, 89, 48, 24, -1
95, 76, 59, 81, 6, 22, -1
71, 65, 1, 40, 25, 33, -1
27, 68, 74, 18, 83, 94, -1
38, 11, 32, 21, 21, 44, -1
92, 8, 34, 99, 33, 55, -1
71, 63, 28, 99, 45, 4, -1
54, 87, 44, 16, 3, 48, -1
52, 20, 94, 80, 7, 9, -1
95, 52, 12, 42, 28, 86, -1
21, 35, 18, 67, 16, 37, -1
81, 23, 76, 100, 41, 45, -1
18, 82, 54, 71, 56, 55, -1
14, 82, 43, 33, 94, 40, -1
11, 74, 77, 57, 95, 91, -1
3, 41, 15, 40, 48, 62, -1
29, 63, 53, 22, 91, 49, -1
70, 36, 82, 84, 18, 83, -1
86, 26, 5, 85, 46, 48, -1
22, 69, 64, 40, 65, 54, -1
14, 95, 26, 3, 62, 4, -1
88, 9, 59, 34, 52, 57, -1
55, 69, 14, 39, 15, 37, -1
23, 10, 85, 81, 13, 4, -1
96, 96, 68, 91, 47, 19, -1
4, 64, 58, 90, 3, 11, -1
88, 5, 2, 25, 69, 91, -1
18, 75, 76, 73, 20, 47, 93
49, 49, 58, 97, 8, 8, -1
75, 48, 58, 72, 0, 10, -1
16, 61, 93, 9, 82, 83, -1
72, 47, 81, 56, 35, 35, -1
72, 4, 17, 13, 40, 35, -1
68, 52, 24, 18, 69, 6, -1
43, 25, 12, 61, 55, 78, -1
89, 9, 35, 65, 7, 88, -1
87, 18, 61, 37, 34, 60, 105
19, 87, 11, 1, 10, 75, -1
77, 89, 36, 80, 64, 38, -1
13, 76, 43, 71, 16, 69, -1
23, 91, 14, 63, 40, 67, -1
1, 72, 29, 20, 28, 41, -1
44, 9, 55, 30, 74, 67, -1
69, 67, 50, 46, 89, 96, -1
58, 34, 98, 87, 54, 71, -1
38, 54, 36, 59, 89, 35, -1
70, 60, 100, 64, 80, 43, -1
89, 23, 25, 81, 56, 86, -1
83, 100, 33, 81, 21, 94, -1
36, 46, 98, 95, 48, 52, -1
69, 40, 60, 7, 17, 96, -1
91, 99, 32, 67, 2, 9, -1
41, 15, 11, 82, 34, 31, -1
56, 37, 26, 77, 52, 44, 389
35, 53, 53, 97, 58, 87, -1
37, 40, 54, 88, 48, 74, -1
65, 27, 59, 15, 31, 17, -1
98, 73, 22, 97, 19, 48, -1
62, 66, 78, 92, 70, 38, -1
38, 85, 62, 89, 41, 82, -1
7, 48, 34, 13, 37, 66, -1
39, 30, 18, 27, 20, 29, -1
87, 88, 3, 65, 99, 69, -1
34, 1, 25, 27, 0, 67, -1
14, 65, 82, 25, 15, 11, -1
70, 9, 68, 27, 46, 90, -1
53, 8, 69, 10, 47, 11, -1
65, 49, 5, 13, 34, 88, -1
6, 95, 91, 71, 37, 40, -1
8, 83, 87, 7, 17, 19, -1
64, 49, 69, 61, 17, 70, -1
28, 84, 3, 11, 35, 28, -1
62, 67, 84, 92, 50, 62, 2742
32, 33, 23, 37, 75, 48, -1
23, 18, 24, 7, 91, 1, -1
27, 93, 10, 80, 88, 42, -1
31, 100, 61, 16, 39, 53, -1
96, 30, 9, 36, 61, 15, -1
73, 73, 37, 36, 99, 82, -1
80, 7, 75, 79, 7, 38, -1
30, 8, 10, 81, 64, 81, -1
86, 5, 55, 9, 86, 27, -1
12, 75, 14, 96, 76, 96, -1
53, 79, 16, 54, 74, 50, -1
31, 79, 97, 71, 23, 15, -1
67, 67, 11, 91, 57, 52, -1
97, 47, 17, 62, 39, 75, -1
47, 22, 63, 27, 98, 80, -1
6, 53, 91, 26, 35, 22, -1
97, 18, 76, 44, 20, 48, -1
86, 90, 46, 31, 86, 43, -1
83, 63, 15, 13, 83, 21, -1
43, 97, 35, 73, 8, 79, -1
69, 6, 4, 49, 46, 98, -1
97, 34, 37, 23, 96, 39, -1
77, 22, 19, 78, 54, 84, -1
36, 62, 55, 46, 9, 41, -1
21, 44, 55, 11, 38, 97, -1
48, 30, 33, 80, 29, 73, 138
91, 93, 5, 43, 55, 14, -1
63, 32, 71, 30, 83, 44, -1
70, 31, 75, 55, 49, 97, -1
61, 90, 79, 61, 1, 84, -1
97, 50, 60, 96, 82, 65, -1
3, 49, 48, 90, 25, 76, -1
64, 68, 46, 98, 35, 3, -1
86, 29, 24, 12, 88, 84, -1
20, 50, 33, 95, 10, 90, -1
4, 99, 45, 44, 4, 22, -1
10, 67, 45, 0, 39, 26, 546
13, 74, 36, 63, 93, 79, -1
2, 20, 28, 75, 21, 91, -1
54, 9, 34, 58, 80, 66, -1
0, 51, 19, 49, 48, 88, -1
47, 18, 39, 32, 98, 16, -1
74, 69, 85, 76, 4, 3, 212
56, 99, 8, 54, 96, 94, -1
13, 59, 68, 54, 88, 30, -1
74, 70, 37, 30, 16, 32, -1
91, 11, 37, 97, 54, 68, -1
64, 38, 11, 88, 80, 60, -1
38, 57, 35, 69, 4, 66, -1
55, 9, 15, 14, 96, 17, -1
81, 84, 7, 65, 44, 60, -1
94, 11, 32, 45, 54, 99, -1
93, 45, 74, 4, 23, 49, -1
58, 54, 31, 1, 70, 91, -1
11, 24, 95, 84, 21, 92, -1
61, 32, 28, 24, 74, 47, -1
49, 64, 72, 71, 99, 68, -1
53, 86, 91, 64, 73, 68, -1
42, 66, 45, 77, 100, 3, -1
88, 28, 100, 93, 32, 25, -1
61, 100, 11, 1, 76, 93, -1
90, 55, 88, 88, 11, 100, -1
9, 21, 11, 85, 5, 91, -1
61, 76, 77, 60, 29, 4, -1
20, 14, 71, 20, 30, 79, -1
34, 77, 61, 49, 22, 37, -1
19, 68, 85, 36, 16, 36, -1
57, 12, 78, 3, 53, 67, -1
59, 0, 46, 43, 18, 80, -1
70, 49, 61, 66, 92, 35, -1
3, 10, 93, 52, 51, 42, -1
45, 28, 37, 5, 65, 79, -1
1, 45, 86, 72, 25, 6, -1
11, 3, 44, 77, 49, 5, -1
10, 99, 85, 3, 59, 38, -1
56, 64, 56, 99, 76, 93, -1
76, 55, 58, 55, 40, 21, -1
92, 79, 30, 87, 79, 93, -1
92, 82, 79, 34, 37, 15, 256
90, 29, 53, 46, 60, 9, -1
69, 62, 6, 44, 17, 94, -1
39, 46, 33, 83, 77, 4, -1
39, 58, 49, 23, 48, 73, -1
67, 48, 69, 40, 21, 13, -1
74, 84, 5, 27, 66, 87, -1
29, 5, 78, 75, 46, 91, -1
43, 7, 97, 57, 84, 68, -1
81, 24, 54, 84, 30, 45, -1
65, 26, 12, 29, 84, 21, -1
63, 37, 95, 15, 96, 50, -1
61, 100, 44, 95, 17, 85, -1
58, 22, 59, 36, 86, 21, -1
24, 82, 86, 14, 25, 2, -1
85, 9, 35, 93, 18, 51, -1
43, 86, 43, 61, 28, 11, -1
85, 30, 28, 14, 87, 98, -1
94, 52, 34, 10, 50, 25, 510
14, 63, 8, 11, 35, 70, -1
10, 72, 87, 78, 80, 90, -1
90, 27, 15, 0, 39, 17, 468
9, 54, 18, 46, 71, 30, 117
51, 5, 77, 76, 66, 13, -1
14, 44, 99, 96, 81, 1, -1
62, 48, 31, 61, 42, 10, -1
18, 98, 19, 6, 11, 53, -1
86, 94, 55, 3, 9, 14, -1
10, 59, 73, 96, 43, 85, -1
3, 24, 54, 5, 39, 95, -1
100, 48, 44, 0, 60, 8, -1
34, 55, 44, 31, 80, 35, -1
75, 85, 24, 76, 85, 75, -1
41, 9, 19, 54, 24, 50, -1
36, 41, 33, 33, 95, 23, -1
82, 76, 61, 98, 6, 47, -1
100, 47, 86, 54, 42, 51, -1
25, 14, 48, 84, 43, 50, -1
67, 50, 47, 80, 69, 83, -1
14, 89, 6, 95, 65, 11, -1
78, 65, 40, 45, 20, 91, -1
71, 100, 95, 74, 79, 12, -1
3, 5, 62, 79, 86, 2, -1
47, 84, 83, 1, 2, 51, -1
22, 53, 14, 41, 83, 17, -1
19, 27, 50, 55, 39, 27, -1
59, 63, 90, 12, 64, 86, -1
20, 98, 95, 91, 27, 14, 118
58, 61, 54, 97, 93, 99, -1
79, 60, 20, 32, 100, 76, -1
0, 50, 53, 25, 93, 44, -1
12, 75, 20, 90, 1, 83, -1
40, 54, 85, 88, 85, 98, -1
27, 70, 23, 5, 98, 68, -1
52, 39, 84, 61, 25, 49, 286
53, 41, 52, 29, 60, 79, -1
50, 53, 82, 3, 14, 25, -1
91, 5, 95, 32, 5, 99, -1
44, 13, 37, 75, 31, 82, -1
83, 22, 81, 72, 97, 74, -1
51, 37, 70, 57, 34, 1, -1
84, 33, 68, 22, 0, 63, -1
58, 84, 70, 69, 84, 61, -1
74, 56, 92, 49, 86, 84, -1
1, 1, 45, 62, 56, 74, -1
15, 77, 8, 7, 5, 45, -1
69, 88, 66, 36, 89, 58, -1
48, 69, 79, 45, 16, 9, -1
98, 81, 78, 26, 3, 95, -1
64, 75, 63, 54, 77, 84, -1
36, 48, 3, 30, 88, 16, -1
87, 27, 3, 22, 100, 92, -1
5, 9, 56, 98, 41, 36, -1
11, 4, 79, 62, 85, 3, -1
5, 24, 7, 58, 35, 40, -1
88, 99, 74, 19, 79, 16, -1
92, 89, 3, 64, 37, 67, -1
95, 35, 34, 30, 79, 36, -1
39, 33, 82, 41, 10, 8, -1
95, 87, 59, 57, 33, 23, -1
71, 38, 39, 26, 46, 70, -1
68, 58, 36, 6, 18, 9, 474
92, 46, 38, 97, 74, 56, -1
88, 30, 28, 5, 34, 90, -1
96, 16, 62, 25, 56, 10, -1
77, 81, 16, 90, 51, 31, -1
15, 81, 95, 7, 67, 97, -1
0, 18, 80, 16, 71, 62, -1
42, 31, 14, 49, 75, 75, -1
5, 61, 69, 12, 97, 79, -1
68, 1, 10, 4, 55, 69, -1
67, 57, 96, 43, 8, 46, -1
85, 34, 5, 13, 87, 92, -1
77, 3, 31, 46, 54, 92, -1
73, 72, 73, 21, 13, 60, -1
11, 9, 95, 28, 40, 49, -1
55, 100, 5, 8, 23, 14, -1
67, 93, 20, 54, 96, 72, -1
6, 26, 7, 53, 22, 76, -1
20, 13, 74, 96, 55, 82, -1
9, 93, 43, 34, 70, 61, -1
13, 99, 50, 75, 17, 74, -1
65, 31, 60, 21, 74, 77, -1
84, 44, 75, 3, 62, 60, -1
71, 33, 35, 91, 56, 86, 203
40, 24, 23, 65, 17, 72, -1
4, 19, 4, 2, 16, 93, -1
77, 57, 51, 41, 95, 55, -1
30, 7, 90, 85, 12, 71, -1
38, 88, 83, 71, 45, 39, 566
6, 11, 53, 51, 11, 35, -1
55, 83, 61, 38, 50, 19, 138
22, 37, 11, 31, 87, 67, -1
53, 13, 86, 37, 73, 4, -1
89, 82, 97, 21, 18, 89, -1
13, 54, 50, 42, 59, 26, -1
13, 90, 7, 93, 52, 75, -1
77, 34, 70, 74, 59, 8, -1
77, 84, 46, 38, 29, 24, -1
30, 61, 58, 46, 61, 97, -1
66, 79, 17, 9, 49, 44, -1
10, 58, 98, 97, 61, 37, -1
46, 81, 2, 67, 6, 85, -1
14, 26, 36, 22, 46, 86, -1
83, 56, 79, 57, 95, 67, -1
16, 35, 54, 16, 63, 12, -1
56, 1, 13, 20, 77, 79, -1
72, 35, 22, 34, 62, 99, -1
28, 30, 30, 71, 43, 68, -1
86, 88, 44, 57, 71, 20, -1
4, 8, 10, 0, 94, 13, -1
94, 9, 88, 18, 95, 98, -1
23, 57, 79, 87, 57, 21, -1
6, 79, 48, 52, 22, 11, -1
4, 71, 63, 91, 73, 73, -1
77, 13, 91, 34, 99, 60, -1
65, 59, 66, 54, 31, 30, -1
3, 12, 70, 45, 82, 1, -1
56, 5, 35, 9, 42, 19, -1
88, 76, 16, 4, 98, 31, -1
28, 37, 29, 47, 21, 62, -1
25, 18, 74, 85, 19, 21, -1
56, 24, 45, 46, 5, 5, -1
90, 64, 93, 88, 81, 100, -1
98, 16, 58, 33, 29, 5, -1
44, 48, 23, 1, 58, 85, -1
48, 13, 59, 44, 81, 79, -1
83, 11, 73, 35, 51, 12, -1
93, 30, 91, 2, 36, 66, -1
83, 15, 65, 32, 67, 72, -1
49, 86, 63, 40, 92, 48, -1
70, 84, 59, 97, 83, 80, -1
59, 31, 10, 76, 85, 86, -1
21, 35, 81, 89, 99, 37, -1
92, 58, 57, 7, 47, 90, -1
27, 31, 93, 74, 78, 66, -1
18, 73, 42, 48, 10, 34, -1
45, 7, 27, 28, 66, 78, -1
84, 99, 31, 21, 46, 62, -1
38, 21, 96, 88, 54, 94, -1
23, 8, 58, 96, 77, 99, -1
11, 96, 79, 33, 61, 100, -1
9, 27, 38, 97, 50, 68, -1
91, 41, 14, 96, 6, 21, -1
72, 46, 87, 84, 43, 6, -1
44, 75, 11, 2, 69, 15, -1
80, 92, 9, 76, 47, 32, -1
44, 58, 70, 26, 10, 81, -1
69, 78, 68, 6, 23, 72, -1
63, 57, 100, 79, 48, 35, -1
78, 40, 31, 73, 77, 84, -1
78, 11, 11, 11, 19, 37, -1
93, 50, 100, 31, 15, 30, -1
77, 17, 61, 33, 55, 71, -1
75, 44, 76, 5, 77, 57, -1
82, 78, 64, 67, 15, 51, -1
37, 10, 9, 23, 41, 15, -1
34, 22, 38, 24, 72, 7, -1
0, 37, 35, 52, 6, 16, -1
100, 7, 25, 94, 45, 11, -1
92, 83, 56, 27, 8, 28, -1
29, 81, 6, 27, 32, 18, -1
73, 16, 30, 72, 85, 85, -1
62, 84, 92, 88, 83, 61, -1
57, 90, 9, 86, 92, 12, -1
56, 81, 13, 94, 32, 69, -1
90, 100, 66, 90, 20, 34, -1
86, 11, 41, 62, 54, 85, -1
31, 0, 56, 95, 7, 50, -1
89, 27, 50, 71, 27, 65, -1
4, 95, 15, 2, 77, 56, -1
9, 77, 89, 68, 16, 30, -1
3, 79, 94, 84, 64, 72, -1
0, 41, 36, 67, 53, 57, -1
39, 46, 1, 96, 61, 94, -1
85, 50, 29, 95, 31, 80, -1
14, 74, 84, 85, 66, 96, -1
62, 42, 92, 4, 93, 94, -1
25, 63, 69, 55, 89, 79, -1
32, 38, 82, 69, 40, 58, -1
80, 25, 47, 96, 93, 15, -1
87, 74, 58, 4, 63, 79, -1
81, 53, 88, 2, 4, 73, -1
88, 32, 9, 25, 81, 12, -1
93, 91, 55, 13, 77, 26, -1
32, 91, 95, 1, 51, 50, -1
40, 58, 4, 13, 85, 65, 98
89, 34, 93, 49, 82, 5, -1
8, 68, 23, 59, 53, 86, -1
40, 39, 38, 37, 32, 84, -1
49, 66, 85, 4, 15, 80, -1
45, 61, 92, 75, 92, 8, -1
55, 32, 63, 24, 34, 49, -1
37, 40, 62, 25, 94, 97, -1
33, 0, 18, 21, 11, 61, -1
62, 62, 3, 4, 20, 42, -1
44, 97, 26, 8, 25, 80, -1
8, 2, 81, 78, 41, 81, -1
22, 85, 62, 63, 78, 90, -1
92, 71, 42, 76, 55, 76, -1
56, 73, 78, 69, 91, 15, -1
23, 2, 55, 67, 93, 32, -1
58, 7, 8, 16, 65, 43, -1
48, 80, 89, 61, 50, 8, -1
26, 15, 79, 86, 83, 28, -1
98, 47, 8, 47, 35, 31, -1
12, 96, 47, 76, 51, 80, -1
44, 73, 63, 63, 10, 78, -1
62, 66, 33, 40, 72, 20, -1
59, 36, 42, 86, 12, 37, -1
84, 65, 30, 55, 61, 76, -1
53, 87, 89, 43, 29, 76, -1
94, 84, 67, 37, 83, 48, -1
17, 100, 83, 68, 4, 19, -1
4, 77, 97, 89, 94, 64, -1
35, 56, 81, 97, 29, 25, -1
41, 51, 9, 97, 40, 58, -1
10, 19, 5, 58, 56, 53, -1
81, 26, 41, 7, 17, 77, -1
96, 91, 32, 62, 31, 60, -1
78, 89, 85, 82, 37, 91, -1
28, 6, 24, 99, 37, 52, -1
57, 100, 94, 9, 49, 50, -1
68, 17, 82, 75, 43, 69, -1
22, 64, 84, 86, 82, 97, -1
64, 37, 20, 91, 78, 43, 1729
77, 48, 38, 52, 97, 72, -1
94, 94, 21, 33, 3, 73, -1
2, 2, 47, 9, 57, 36, -1
2, 84, 7, 78, 93, 63, -1
12, 95, 3, 82, 57, 84, -1
97, 76, 67, 35, 61, 5, -1
64, 17, 16, 56, 37, 89, -1
72, 2, 87, 9, 91, 26, -1
